staging_id,name,region,programs,current_category,sources_checked,best_source,source_tier,official_evidence,cross_ministry_result,decision,new_main_category,remaining_blocker,reason
2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,"ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM — routes A/B/C/D/G tentées (nom exact, Fondation F3JD2, Bafoussam+MINSANTE, décision N°2149/D/MINSANTE/SG/DRH/SDDRH du 28/09/2020 déjà connue). Nouvelle piste ce sprint : recherche web confirme la Fondation F3JD2 comme organisation légalement reconnue autorisée en formation professionnelle par l'État (signal indirect, jamais vérifié en primaire). Site officiel univ-jeuguevou.com/efps/ RE-TESTÉ ce sprint via DEUX voies indépendantes (WebFetch direct http+https ET proxy de lecture tiers r.jina.ai) — échec identique sur les trois (erreur SSL TLSV1_ALERT_INTERNAL_ERROR en direct, HTTP 422 côté proxy, confirmant un blocage serveur réel et non un artefact d'outil). Aucune preuve Tier 1/2 vérifiée directement. CATEGORY_REVIEW maintenu.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,Ouest,Infirmiers,CATEGORY_REVIEW,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM — routes A/C/D/H/I tentées. Nouvelle piste ce sprint : établissement identifié comme faisant probablement partie du même groupe ""univ-jeuguevou.com/nos-ecoles/"" que 2c29d228 (même groupe Jeuguevou, non confirmé avec certitude), mais domaine entièrement injoignable (même blocage SSL reproductible ce sprint). Confirmé présent sous ce nom exact dans la liste officielle MINSANTE 2025 (PDF texte extrait directement ce sprint via pdftotext — région OUEST, filière Infirmiers) : identité/orthographe officielle confirmée, mais AUCUNE information de niveau/cycle dans ce document (liste de noms uniquement, pas d'annotation de cycle par école). CATEGORY_REVIEW maintenu.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,"ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM (EMES, canonique du doublon 276633af) — routes A/B/D/F tentées. Décision N°2938/D/MINSANTE du 13/07/2023 localisée ce sprint sur un document Scribd tiers (portant ouverture de l'école pour l'année 2024-2025) mais CE DOCUMENT MÉLANGE la décision avec des questions d'évaluation d'étudiants (données personnelles potentielles — noms/notes de candidats) — délibérément NON récupéré ni analysé plus avant, conformément au §12 du brief (ne pas persister de PII, ne pas extraire inutilement un PDF à données personnelles). PDF primaire minsante.cm toujours introuvable/scanné sans couche de texte exploitable. Confirmé présent sous acronyme ""EMES"" dans la liste officielle MINSANTE 2025 (texte extrait ce sprint). Aucune preuve de niveau vérifiable et sûre (PII). CATEGORY_REVIEW maintenu, MANUAL_SOURCE_REVIEW_REQUIRED pour la décision 2938 (accès humain direct à minsante.cm requis, pas de re-scraping automatisé d'un document à PII).","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,Ouest,Infirmiers,CATEGORY_REVIEW,"COMPLEXE DE FORMATION DES PERSONNELS DE SANTE ""ROIS MAGES"" COFPSAROMA DE BALENG — routes A/B/D tentées. Page trouvée et indexée par moteur de recherche (univ-jeuguevou.com/cofpsaroma/, snippet Tier 3 : mentionne programmes ""DQP & CQP"", cycles non-supérieurs) mais domaine INJOIGNABLE en direct ce sprint via DEUX voies indépendantes (WebFetch direct + proxy r.jina.ai, échec SSL identique aux deux) — le snippet de recherche n'est PAS une source Tier 1/2 vérifiée directement (§6 : Tier 3 = découverte uniquement, jamais la décision finale), donc non retenu malgré son contenu prometteur. CATEGORY_REVIEW maintenu.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,Ouest,Analyses Médicales,CATEGORY_REVIEW,"COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN — routes A/D/E(MINEFOP) tentées. Recherche approfondie ce sprint confirme via snippets (Tier 3) : supervision conjointe MINSANTE/MINEFOP, cycles ""CQP 1 an"" et ""diplôme MINSANTE 2-3 ans"". DEUX domaines distincts re-testés en direct ce sprint : cpfmbouocmr.org -> HTTP 403 Forbidden (reproductible, deux pages testées), cpfmbouocmr.net -> timeout DNS (reproductible). Aucune page institutionnelle récupérée directement malgré du contenu indexé prometteur. CATEGORY_REVIEW maintenu.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,Ouest,Infirmiers,CATEGORY_REVIEW,"COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA — routes A/C tentées. Piste ""Fondation Monga"" (fondation-monga.org, page /about-us/) RE-TESTÉE ce sprint en direct — toujours injoignable (DNS ENOTFOUND, reproductible). Identité avec le nom officiel MINSANTE (qui ne mentionne pas ""Fondation Monga"") reste NON confirmée même si le site avait été accessible (§16 : jamais une preuve externe appliquée sans identité confirmée). CATEGORY_REVIEW maintenu, piste à vérifier humainement (contact direct).","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,Ouest,Analyses Médicales,CATEGORY_REVIEW,"ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM — routes A/C tentées. Contenu institutionnel riche trouvé via indexation moteur de recherche ce sprint (Tier 3 uniquement) : ""école de formation professionnelle"" formant ATMS/TPMS (techniciens/aides-techniciens médico-sanitaires), signal FORT et cohérent en faveur d'AUTRES — mais domaine eps-lesetoiles.com re-testé en DIRECT ce sprint et toujours injoignable (DNS ENOTFOUND, http et https). Conformément au §6 (Tier 3 = découverte uniquement, jamais finalisation), la classification reste CATEGORY_REVIEW malgré un signal de contenu très favorable — aucun abaissement du seuil de preuve. Piste prioritaire pour vérification humaine directe (visite manuelle du site, capture d'écran, ou contact) lors d'un sprint futur.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM — routes A/C tentées. AMBIGUÏTÉ D'IDENTITÉ SOULEVÉE EN MINSANTE-E DÉSORMAIS RÉSOLUE (mais pas la catégorie) : la liste officielle MINSANTE 2025 (texte extrait directement ce sprint via pdftotext, région OUEST, item 6, filière Analyses Médicales) confirme le nom officiel exact ""ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES \""SAINT JOSEPH\"" DE BAFOUSSAM"" comme entité distincte reconnue — l'établissement homonyme évoqué à Santchou en MINSANTE-E est donc probablement une entité SÉPARÉE sans incidence sur cette ligne staging. Malgré cette clarification d'identité (utile), AUCUNE preuve de niveau/cycle trouvée (la liste officielle ne contient pas d'annotation de cycle par école). CATEGORY_REVIEW maintenu pour la catégorie.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,Ouest,Analyses Médicales | Infirmiers | Sages-femmes/Maïeuticiens,CATEGORY_REVIEW,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM — routes A/C tentées. Confirmé présent sous ce nom exact dans la liste officielle MINSANTE 2025 (texte extrait ce sprint, région OUEST, item 7). Nom générique (gabarit partagé par de nombreux établissements homonymes de Bafoussam), aucune source institutionnelle isolable avec certitude suffisante d'identité trouvée ce sprint malgré la recherche. Aucune preuve de niveau. CATEGORY_REVIEW maintenu.","Aucune source Tier 1/2 vérifiable trouvée ce sprint (routes A-K tentées, voir sources_checked)","N/A (Tier 3 découverte uniquement, jamais retenu comme preuve finale)","Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",DISTINCT,CATEGORY_REVIEW,,Aucune source Tier 1/2 vérifiable — voir sources_checked pour la trace des routes A-K tentées,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
bbf4f625-3574-4bfa-b17a-278282b3bb6f,INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM,Ouest,Analyses Médicales,CATEGORY_REVIEW,"Voir EXTERNAL_CATEGORY_CORROBORATION — RÉSOLU ce sprint (AUTRES_CONFIRMED, iu-pointe.fr).","http://www.iu-pointe.fr/ (récupéré directement ce sprint, contenu vérifié — pages d'accueil et liste des écoles)","TIER_2 (page institutionnelle officielle du groupe, vérifiée directement)","Site institutionnel officiel du groupe parent (iu-pointe.fr — ""Institut Universitaire de la Pointe"", récupéré directement ce sprint, contenu vérifié à deux reprises via des pages distinctes) : ISTMS (""Institut des Sciences et Techniques Médico-Sanitaires"") figure explicitement dans l'annuaire des 6 écoles constitutives du groupe (ESGIT, INSSAS, ESJEC, ESSIT, ISTPM, ISTMS), désigné nommément ""Médico-sanitaires / TMS"" — TMS = ""Technicien Médico-Sanitaire"", cycle non-supérieur reconnu (entrée baccalauréat scientifique ou équivalent GCE A-Level, jamais un diplôme d'enseignement supérieur), corroboré indépendamment par 3 sources externes distinctes décrivant la signification standard du sigle TMS dans le système MINSANTE camerounais (istag-institut.info, fvhenderson.com, isstmadd.net — établissements MINSANTE sans rapport, utilisés uniquement pour corroborer la SIGNIFICATION du sigle, jamais comme preuve d'identité). Aucun mot 'supérieur'/'université'/'faculté' appliqué nommément à ISTMS sur le site du groupe — la page d'accueil mentionne des cycles supérieurs (BTS/Licence/Master/Ingénieur) mais ceux-ci se rapportent aux AUTRES écoles du groupe (ESGIT/ESJEC/ESSIT), pas à ISTMS. Recoupement négatif indépendant : le registre officiel des IPES autorisés MINESUP (minesup.gov.cm/index.php/region-de-louest/, reconsulté directement ce sprint) ne liste toujours PAS ISTMS comme entité distincte autorisée — seul INSSAS y figure — cohérent avec une conclusion AUTRES (formation technique MINSANTE), pas SUPERIEUR. Identité confirmée : acronyme ISTMS identique, nom complet identique (""Institut des Sciences et Techniques Médico-Sanitaires""), même ville (Bafoussam, campus Ndiandam/Kouogouo/Bamendzi III), même secteur (médico-sanitaire) que la ligne staging ""INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM"". Preuve classée Tier 2 (PROBABLE_TIER_2) — pas Tier 1 : aucune référence légale/ministérielle (arrêté/décision/décret) explicite trouvée sur la page elle-même, seule la désignation de cycle fait autorité ici.",DISTINCT,AUTRES_CONFIRMED,autres,Aucun (résolu),"Catégorie résolue (AUTRES_CONFIRMED) par corroboration officielle vérifiée directement ce sprint. Aucun signal de doublon live, aucun signal frontière inter-ministérielle bloquant. Site institutionnel officiel du groupe parent (iu-pointe.fr — ""Institut Universitaire de la Pointe"", récupéré directement ce sprint, contenu vérifié à deux reprises via des pages distinctes) : ISTMS (""Institut des Sciences et Techniques Médico-Sanitaires"") figure explicitement dans l'annuaire des 6 écoles constitutives du groupe (ESGIT, INSSAS, ESJEC, ESSIT, ISTPM, ISTMS), désigné nommément ""Médico-sanitaires / TMS"" — TMS = ""Technicien Médico-Sanitaire"", cycle non-supérieur reconnu (entrée baccalauréat scientifique ou équivalent GCE A-Level, jamais un diplôme d'enseignement supérieur), corroboré indépendamment par 3 sources externes distinctes décrivant la signification standard du sigle TMS dans le système MINSANTE camerounais (istag-institut.info, fvhenderson.com, isstmadd.net — établissements MINSANTE sans rapport, utilisés uniquement pour corroborer la SIGNIFICATION du sigle, jamais comme preuve d'identité). Aucun mot 'supérieur'/'université'/'faculté' appliqué nommément à ISTMS sur le site du groupe — la page d'accueil mentionne des cycles supérieurs (BTS/Licence/Master/Ingénieur) mais ceux-ci se rapportent aux AUTRES écoles du groupe (ESGIT/ESJEC/ESSIT), pas à ISTMS. Recoupement négatif indépendant : le registre officiel des IPES autorisés MINESUP (minesup.gov.cm/index.php/region-de-louest/, reconsulté directement ce sprint) ne liste toujours PAS ISTMS comme entité distincte autorisée — seul INSSAS y figure — cohérent avec une conclusion AUTRES (formation technique MINSANTE), pas SUPERIEUR. Identité confirmée : acronyme ISTMS identique, nom complet identique (""Institut des Sciences et Techniques Médico-Sanitaires""), même ville (Bafoussam, campus Ndiandam/Kouogouo/Bamendzi III), même secteur (médico-sanitaire) que la ligne staging ""INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM"". Preuve classée Tier 2 (PROBABLE_TIER_2) — pas Tier 1 : aucune référence légale/ministérielle (arrêté/décision/décret) explicite trouvée sur la page elle-même, seule la désignation de cycle fait autorité ici."
