staging_id,name,region,programs,current_category,source_checked,authority,evidence_excerpt_summary,official_level_evidence,decision,new_main_category,confidence_basis,reason
2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM — recherche ciblée : Fondation JEUGUEVOU FOWANG FO'O GAP DONGUE DONGMO identifiée (Décision N°2149/D/MINSANTE/SG/DRH/SDDRH du 28/09/2020 citée par source secondaire, non vérifiée directement), site officiel probable univ-jeuguevou.com/efps/ trouvé mais INJOIGNABLE ce sprint (erreur SSL TLSV1_ALERT_INTERNAL_ERROR, http et https, reproductible) — contenu non vérifié directement, donc pas retenu comme preuve (§6 : seule une source Tier 1/2 vérifiée directement fait autorité finale). CATEGORY_REVIEW maintenu."
265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,Ouest,Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM — recherche ciblée : aucun site officiel ni page institutionnelle isolable trouvés (résultats dominés par des organisations homonymes sans rapport, Québec/France). Aucune preuve de niveau. CATEGORY_REVIEW maintenu."
7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM (canonique du doublon 276633af) — même piste que MINSANTE-D : décision MINSANTE N°2938/D/MINSANTE du 13/07/2023 évoquée par recherche web, mais document primaire (PDF minsante.cm) confirmé À NOUVEAU ce sprint comme image scannée sans couche de texte exploitable (re-tenté via WebFetch direct, échec identique). Aucune preuve de niveau vérifiable. CATEGORY_REVIEW maintenu."
68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,Ouest,Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"COMPLEXE DE FORMATION DES PERSONNELS DE SANTE ""ROIS MAGES"" COFPSAROMA DE BALENG — nouvelle piste ce sprint : page probable identifiée (univ-jeuguevou.com/cofpsaroma/, même groupe que 2c29d228), mais INJOIGNABLE (même erreur SSL reproductible que 2c29d228). Aucune amélioration par rapport à MINSANTE-C (échec SSL déjà documenté). CATEGORY_REVIEW maintenu."
3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,Ouest,Analyses Médicales,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN — nouvelle piste ce sprint : domaine alternatif trouvé (cpfmbouocmr.net, distinct du cpfmbouocmr.org en HTTP 403 vu en MINSANTE-C), mais INJOIGNABLE ce sprint (timeout DNS/connexion). Résumé de recherche indirect mentionne des cycles ""CQP 1 an / diplômes MINSANTE 2-3 ans"" sans texte primaire vérifié directement — pas retenu comme preuve (§6). CATEGORY_REVIEW maintenu."
8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,Ouest,Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA — piste ""Fondation Monga"" (fondation-monga.org) revue ce sprint, toujours INJOIGNABLE (DNS). Identité avec la ligne staging (nom officiel MINSANTE sans ""Fondation Monga"") reste NON confirmée avec certitude suffisante même si la page avait été accessible (§16 : jamais une preuve externe appliquée sans identité confirmée). CATEGORY_REVIEW maintenu, piste à vérifier humainement."
92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,Ouest,Analyses Médicales,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM — site eps-lesetoiles.com toujours INJOIGNABLE ce sprint (résolution DNS échouée, https et www, comme en MINSANTE-C). Aucune preuve de niveau vérifiable. CATEGORY_REVIEW maintenu."
5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",Ouest,Analyses Médicales | Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM — recherche ciblée : un résultat suggère qu'une école homonyme ""Saint Joseph"" serait basée à Santchou (commune différente de Bafoussam) — signal d'AMBIGUÏTÉ D'IDENTITÉ entre deux établissements potentiellement distincts sous un patronage religieux courant, jamais une preuve de niveau pour LA ligne staging précise (région Ouest, ville non renseignée dans raw_data). Aucune preuve de niveau retenue. CATEGORY_REVIEW maintenu."
0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,Ouest,Analyses Médicales | Infirmiers | Sages-femmes/Maïeuticiens,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM — nom générique (gabarit partagé par de nombreux établissements homonymes de Bafoussam recherchés ce sprint et lors de MINSANTE-C), aucune source officielle isolable avec certitude suffisante. CATEGORY_REVIEW maintenu."
27a2a636-eced-4971-8f62-67d8d1028ab3,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG",Ouest,Infirmiers,CATEGORY_REVIEW,Aucune source Tier 1/2 vérifiable trouvée ce sprint,N/A,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle externe vérifiable trouvée par la recherche ciblée MINSANTE-E (voir RESEARCH_NOTES). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom.",INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,,INSUFFICIENT_EVIDENCE,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG — recherche ciblée ce sprint : aucun résultat pertinent trouvé (requêtes renvoient des formations de plaies chroniques en France/Suisse, sans rapport). Aucune amélioration par rapport à MINSANTE-C. CATEGORY_REVIEW maintenu."
